image,class,conf,box,split
train_672.png,Impacted,0.73686683177948,"[740.1654663085938, 682.696044921875, 949.2742919921875, 894.6380615234375]",train
train_691.png,Caries,0.7220196723937988,"[1691.724609375, 503.8759765625, 1834.037353515625, 800.7778930664062]",train
train_482.png,Caries,0.7199128866195679,"[770.099609375, 731.5750732421875, 1027.6378173828125, 986.3720092773438]",train
train_399.png,Caries,0.7153264880180359,"[1939.0538330078125, 888.5072631835938, 2208.8505859375, 1188.41748046875]",train
train_506.png,Impacted,0.7129999399185181,"[699.789794921875, 386.3246765136719, 877.9432373046875, 654.2320556640625]",train
train_279.png,Caries,0.711719810962677,"[848.0361938476562, 714.6739501953125, 1065.699951171875, 1014.8276977539062]",train
train_387.png,Impacted,0.7064001560211182,"[601.3060302734375, 773.0699462890625, 817.8433837890625, 973.0380249023438]",train
train_563.png,Impacted,0.7051041126251221,"[819.483642578125, 307.752685546875, 1008.9468383789062, 565.3370971679688]",train
train_317.png,Deep Caries,0.703868567943573,"[1838.2596435546875, 734.8409423828125, 2076.832275390625, 1006.3233032226562]",train
train_395.png,Impacted,0.7021299004554749,"[1907.2236328125, 845.0459594726562, 2177.817138671875, 1075.658203125]",train
train_235.png,Periapical,0.6997619867324829,"[854.894287109375, 693.4381713867188, 1033.2794189453125, 1016.3306274414062]",train
train_547.png,Caries,0.6985965967178345,"[1888.8026123046875, 603.481689453125, 2062.27783203125, 903.4954833984375]",train
train_428.png,Caries,0.6927003264427185,"[936.5857543945312, 479.4705810546875, 1099.5833740234375, 786.6673583984375]",train
train_111.png,Deep Caries,0.6875424385070801,"[1634.1671142578125, 448.6376647949219, 1758.486572265625, 766.10302734375]",train
train_244.png,Caries,0.6846497058868408,"[437.12384033203125, 565.1976318359375, 579.89111328125, 857.0403442382812]",train
train_433.png,Deep Caries,0.6824366450309753,"[1071.509765625, 721.8045043945312, 1197.522705078125, 1031.9066162109375]",train
train_524.png,Deep Caries,0.6763273477554321,"[1472.0172119140625, 495.4358825683594, 1583.6063232421875, 810.037353515625]",train
train_501.png,Periapical,0.676081120967865,"[1057.41748046875, 673.32373046875, 1265.856689453125, 959.4793701171875]",train
train_627.png,Impacted,0.6755838394165039,"[1998.1009521484375, 614.462646484375, 2207.486572265625, 851.1141967773438]",train
train_421.png,Deep Caries,0.6730997562408447,"[1142.46435546875, 722.6331176757812, 1250.0020751953125, 847.5906982421875]",train
train_504.png,Caries,0.6700032949447632,"[791.302001953125, 674.82421875, 1044.6942138671875, 977.5700073242188]",train
train_671.png,Caries,0.6668340563774109,"[928.927490234375, 792.3115844726562, 1169.529296875, 1126.1551513671875]",train
train_414.png,Deep Caries,0.6658560633659363,"[1698.2060546875, 500.861328125, 1774.4407958984375, 713.9434814453125]",train
train_396.png,Caries,0.6550313830375671,"[1957.04638671875, 868.3551635742188, 2199.983154296875, 1161.7796630859375]",train
train_83.png,Caries,0.6537002325057983,"[1969.1854248046875, 886.6035766601562, 2202.551025390625, 1225.1268310546875]",train
train_242.png,Impacted,0.6531186699867249,"[2073.014404296875, 531.3922119140625, 2213.9248046875, 788.3616943359375]",train
train_308.png,Impacted,0.6516693830490112,"[1977.478515625, 293.71575927734375, 2103.187255859375, 577.9771728515625]",train
train_47.png,Periapical,0.6507880091667175,"[856.3756713867188, 684.288330078125, 1098.90673828125, 1032.329345703125]",train
train_90.png,Caries,0.647447407245636,"[1881.90966796875, 869.7843627929688, 2207.6474609375, 1182.65576171875]",train
train_326.png,Caries,0.6425595879554749,"[1800.2259521484375, 716.0974731445312, 2005.3465576171875, 1023.246826171875]",train
train_584.png,Impacted,0.6418777108192444,"[2075.517822265625, 546.0219116210938, 2256.072265625, 716.4912719726562]",train
train_326.png,Deep Caries,0.6406007409095764,"[2051.2412109375, 707.1737060546875, 2178.970703125, 844.5841064453125]",train
train_685.png,Deep Caries,0.6399332284927368,"[1951.393798828125, 835.9632568359375, 2149.05322265625, 1182.4263916015625]",train
train_319.png,Impacted,0.6397451758384705,"[682.5811157226562, 382.8582458496094, 843.833251953125, 650.1593627929688]",train
train_509.png,Impacted,0.6362549066543579,"[740.5679931640625, 733.1585083007812, 956.9324951171875, 951.6444702148438]",train
train_88.png,Caries,0.6345515251159668,"[840.9675903320312, 502.9634704589844, 992.0586547851562, 831.9104614257812]",train
train_179.png,Caries,0.6330013871192932,"[892.0598754882812, 427.3379821777344, 1046.2886962890625, 726.1596069335938]",train
train_99.png,Impacted,0.6325040459632874,"[2071.571533203125, 743.2390747070312, 2261.93505859375, 956.723388671875]",train
train_408.png,Deep Caries,0.631698727607727,"[1837.347900390625, 451.1192626953125, 1933.9224853515625, 622.6216430664062]",train
train_248.png,Deep Caries,0.6307363510131836,"[1952.0313720703125, 303.6346740722656, 2101.469970703125, 588.7474365234375]",train
train_481.png,Deep Caries,0.6289185881614685,"[1316.958740234375, 455.2366638183594, 1461.1563720703125, 763.4690551757812]",train
train_637.png,Caries,0.6285772323608398,"[1022.6362915039062, 541.5397338867188, 1172.253662109375, 845.1693115234375]",train
train_450.png,Caries,0.6197319030761719,"[1035.0062255859375, 501.6015930175781, 1195.6697998046875, 813.3461303710938]",train
ped_cate3_012.png,Deep Caries,0.6194378137588501,"[787.5119018554688, 337.32989501953125, 862.1834106445312, 473.3848876953125]",train
train_401.png,Caries,0.6148843765258789,"[764.0427856445312, 440.4619140625, 938.1793823242188, 752.2026977539062]",train
train_509.png,Impacted,0.6108702421188354,"[2051.710205078125, 789.3016357421875, 2240.982666015625, 988.6917114257812]",train
train_337.png,Deep Caries,0.6107708811759949,"[1882.4619140625, 491.46575927734375, 2064.246826171875, 833.1508178710938]",train
train_558.png,Caries,0.6098602414131165,"[1923.2230224609375, 507.2226257324219, 2107.4638671875, 840.1922607421875]",train
train_223.png,Caries,0.6044676899909973,"[933.0426635742188, 459.34759521484375, 1102.43603515625, 788.2705688476562]",train
train_218.png,Caries,0.6040337681770325,"[1750.697265625, 491.1076354980469, 1882.6644287109375, 770.1326904296875]",train
train_180.png,Caries,0.6005731225013733,"[854.7271118164062, 901.0072631835938, 1001.112060546875, 1228.4617919921875]",train
ped_cate4_001.png,Deep Caries,0.5962619781494141,"[809.4376220703125, 451.0240783691406, 871.6213989257812, 572.4864501953125]",train
train_317.png,Deep Caries,0.5961207747459412,"[1959.52001953125, 682.5430297851562, 2204.8955078125, 885.0209350585938]",train
ped_cate5_003.png,Deep Caries,0.5958166718482971,"[556.943359375, 476.1944580078125, 699.6168823242188, 654.085693359375]",train
train_277.png,Caries,0.5953810214996338,"[636.668212890625, 329.81939697265625, 724.7913208007812, 524.7322998046875]",train
train_628.png,Impacted,0.594314694404602,"[2080.125732421875, 614.7535400390625, 2256.484375, 850.2337036132812]",train
train_599.png,Periapical,0.5934860706329346,"[1855.9708251953125, 835.5773315429688, 2068.93505859375, 1201.1727294921875]",train
train_55.png,Deep Caries,0.5929709076881409,"[1973.69287109375, 622.1697387695312, 2081.684326171875, 818.2369384765625]",train
train_626.png,Caries,0.5917596220970154,"[737.6179809570312, 360.10186767578125, 890.5121459960938, 703.2014770507812]",train
train_405.png,Caries,0.5905240774154663,"[1809.3729248046875, 399.9354248046875, 1998.1959228515625, 699.8158569335938]",train
train_185.png,Caries,0.5901674032211304,"[1811.037109375, 437.0096740722656, 1975.06103515625, 782.4883422851562]",train
ped_cate4_003.png,Caries,0.5889556407928467,"[667.9688110351562, 508.45428466796875, 765.4581909179688, 653.1939086914062]",train
train_251.png,Impacted,0.5860934257507324,"[1331.107421875, 407.9375915527344, 1479.397216796875, 580.9033203125]",train
train_367.png,Caries,0.5853756666183472,"[793.7794189453125, 224.31402587890625, 955.8814086914062, 543.5810546875]",train
ped_cate5_001.png,Deep Caries,0.585371196269989,"[826.9716186523438, 411.86676025390625, 885.893310546875, 546.59912109375]",train
train_567.png,Caries,0.5844758152961731,"[1801.1414794921875, 365.6417541503906, 1935.8941650390625, 650.5191650390625]",train
train_680.png,Caries,0.5843362808227539,"[683.6350708007812, 632.6264038085938, 999.9020385742188, 930.7261962890625]",train
train_252.png,Impacted,0.584152102470398,"[2033.1380615234375, 816.6652221679688, 2204.167724609375, 998.613525390625]",train
train_570.png,Caries,0.5838579535484314,"[1809.0872802734375, 323.3266906738281, 1933.321044921875, 625.5809936523438]",train
train_632.png,Caries,0.5834950804710388,"[1798.31298828125, 443.59503173828125, 1957.9482421875, 756.8959350585938]",train
train_10.png,Caries,0.5834158062934875,"[1866.89794921875, 491.07098388671875, 2016.3626708984375, 765.2208862304688]",train
train_263.png,Caries,0.5813329815864563,"[793.8880615234375, 839.1124267578125, 1045.0528564453125, 1136.0750732421875]",train
train_235.png,Caries,0.5786455869674683,"[1917.509033203125, 668.9396362304688, 2122.401611328125, 962.5978393554688]",train
train_76.png,Caries,0.5780616402626038,"[983.5126953125, 684.0881958007812, 1142.292236328125, 974.7338256835938]",train
train_391.png,Caries,0.5767260193824768,"[1103.3314208984375, 481.5453186035156, 1247.12548828125, 806.91845703125]",train
train_82.png,Caries,0.5737195611000061,"[943.3993530273438, 606.0029907226562, 1098.258056640625, 887.5823974609375]",train
train_232.png,Caries,0.5736827254295349,"[897.4154052734375, 287.082763671875, 1100.4935302734375, 601.3798828125]",train
train_314.png,Caries,0.5734158754348755,"[914.6891479492188, 899.4769897460938, 1111.7659912109375, 1191.66845703125]",train
train_252.png,Impacted,0.573156476020813,"[685.721435546875, 802.4176635742188, 897.839599609375, 996.4832153320312]",train
train_644.png,Caries,0.5729730725288391,"[1855.11083984375, 355.75543212890625, 2027.3040771484375, 676.5023193359375]",train
train_88.png,Caries,0.572665810585022,"[651.61328125, 806.890625, 846.7136840820312, 1092.7479248046875]",train
train_604.png,Caries,0.5717977285385132,"[1746.7083740234375, 478.6634826660156, 1903.8876953125, 766.2865600585938]",train
train_655.png,Caries,0.5716438889503479,"[1875.7076416015625, 489.4897766113281, 2050.439697265625, 785.2772827148438]",train
train_76.png,Caries,0.5715315937995911,"[1117.103271484375, 685.4774169921875, 1220.1827392578125, 953.3687133789062]",train
train_612.png,Caries,0.5714237689971924,"[1854.1683349609375, 271.78729248046875, 1992.0242919921875, 588.7097778320312]",train
train_333.png,Caries,0.5698676109313965,"[1734.912353515625, 695.31103515625, 1926.6513671875, 1026.9876708984375]",train
train_524.png,Deep Caries,0.5684393048286438,"[1175.7864990234375, 439.44732666015625, 1288.191162109375, 819.8786010742188]",train
train_275.png,Caries,0.567620038986206,"[2083.848876953125, 825.7257690429688, 2334.4658203125, 1108.5404052734375]",train
train_553.png,Deep Caries,0.5672937631607056,"[2072.063232421875, 392.0307312011719, 2248.01416015625, 678.2682495117188]",train
ped_cate3_004.png,Deep Caries,0.5662338137626648,"[574.6751098632812, 435.5623474121094, 711.3533325195312, 616.4146118164062]",train
train_344.png,Caries,0.5661755204200745,"[1745.6319580078125, 370.0238342285156, 1915.3992919921875, 678.6925048828125]",train
train_381.png,Caries,0.5644232034683228,"[1920.4166259765625, 362.64453125, 2059.9814453125, 660.4539794921875]",train
train_576.png,Caries,0.5639824867248535,"[1768.43310546875, 474.9833068847656, 1927.2156982421875, 783.4932250976562]",train
train_631.png,Deep Caries,0.5639629364013672,"[2004.278076171875, 440.65423583984375, 2200.055908203125, 688.9659423828125]",train
train_652.png,Caries,0.5636088252067566,"[1845.863037109375, 561.9669189453125, 2001.50537109375, 850.9454956054688]",train
train_526.png,Caries,0.5578672885894775,"[1830.25830078125, 410.3765563964844, 1976.7236328125, 747.9129638671875]",train
train_497.png,Caries,0.5569532513618469,"[674.03564453125, 880.511474609375, 913.4884033203125, 1114.2872314453125]",train
train_159.png,Periapical,0.5566893815994263,"[1419.930419921875, 670.1520385742188, 1489.3160400390625, 964.4835815429688]",train
train_530.png,Impacted,0.5545849204063416,"[1970.033203125, 573.0203857421875, 2141.75, 854.1522216796875]",train
train_366.png,Periapical,0.554136335849762,"[1239.8740234375, 764.3101196289062, 1339.5048828125, 1090.939208984375]",train
train_133.png,Caries,0.5520315170288086,"[957.1867065429688, 835.6014404296875, 1160.813720703125, 1114.468017578125]",train
train_1.png,Caries,0.5509944558143616,"[1688.4635009765625, 731.39599609375, 1942.334228515625, 1057.7037353515625]",train
train_450.png,Periapical,0.5501559972763062,"[999.7835083007812, 809.2338256835938, 1252.32421875, 1115.4022216796875]",train
train_576.png,Periapical,0.5494792461395264,"[1385.95751953125, 761.9352416992188, 1457.681640625, 1068.721923828125]",train
train_670.png,Impacted,0.5489853024482727,"[616.8546142578125, 637.1001586914062, 810.893310546875, 883.5985107421875]",train
ped_cate1_013.png,Caries,0.5480679273605347,"[846.449462890625, 433.47442626953125, 904.8568725585938, 545.9886474609375]",train
train_212.png,Caries,0.5476539134979248,"[1843.9945068359375, 404.7756042480469, 1988.5732421875, 702.4652099609375]",train
train_213.png,Caries,0.5449506044387817,"[821.5490112304688, 673.9760131835938, 1083.44287109375, 956.4881591796875]",train
train_549.png,Caries,0.5440528988838196,"[1830.697998046875, 398.4785461425781, 1986.38232421875, 697.1796875]",train
train_243.png,Caries,0.543911874294281,"[1848.181884765625, 895.149658203125, 2058.314453125, 1200.646240234375]",train
train_352.png,Caries,0.5426138043403625,"[1742.076171875, 395.2339782714844, 1899.775390625, 653.8033447265625]",train
train_94.png,Caries,0.5421554446220398,"[1912.70166015625, 573.6683349609375, 2066.93310546875, 899.8649291992188]",train
train_516.png,Caries,0.5421245694160461,"[852.6524047851562, 660.0079956054688, 1130.3466796875, 936.3823852539062]",train
train_252.png,Impacted,0.5409499406814575,"[803.793701171875, 475.5531005859375, 987.4544067382812, 668.6782836914062]",train
train_431.png,Caries,0.5401779413223267,"[1916.1632080078125, 647.4694213867188, 2134.19970703125, 941.697265625]",train
train_198.png,Caries,0.5399198532104492,"[1728.611572265625, 798.0202026367188, 1946.78466796875, 1081.6156005859375]",train
train_703.png,Impacted,0.5397818088531494,"[793.2471313476562, 350.10626220703125, 994.8850708007812, 566.363525390625]",train
train_280.png,Caries,0.538749635219574,"[1847.5150146484375, 404.7331848144531, 2003.6829833984375, 660.721923828125]",train
train_184.png,Caries,0.5361409187316895,"[1823.1201171875, 497.1210021972656, 1991.1630859375, 822.3590698242188]",train
train_88.png,Caries,0.5357216000556946,"[1113.9957275390625, 826.3211059570312, 1234.8148193359375, 1181.9765625]",train
train_311.png,Deep Caries,0.5353731513023376,"[863.0484619140625, 887.6724853515625, 969.367919921875, 1029.549560546875]",train
train_8.png,Caries,0.5344740748405457,"[2100.148681640625, 463.9718017578125, 2272.048095703125, 835.265869140625]",train
train_514.png,Caries,0.5343994498252869,"[1901.8924560546875, 697.6088256835938, 2129.452392578125, 905.6437377929688]",train
ped_cate5_012.png,Deep Caries,0.533169150352478,"[1314.906494140625, 361.5849914550781, 1434.2540283203125, 507.2726745605469]",train
train_261.png,Caries,0.5329892039299011,"[1689.55517578125, 386.9308776855469, 1784.886962890625, 609.1779174804688]",train
train_444.png,Caries,0.5316749811172485,"[1765.091796875, 429.41326904296875, 1911.4757080078125, 727.1400146484375]",train
train_361.png,Caries,0.531627357006073,"[1861.546142578125, 797.5588989257812, 2100.72412109375, 1099.7393798828125]",train
train_654.png,Caries,0.5315610766410828,"[845.0020751953125, 480.7611083984375, 1005.3389282226562, 800.1298828125]",train
train_515.png,Caries,0.5285877585411072,"[1732.5693359375, 583.7031860351562, 1972.15673828125, 877.0022583007812]",train
train_681.png,Caries,0.5277585983276367,"[718.744384765625, 355.2641906738281, 854.0851440429688, 623.6614990234375]",train
train_178.png,Caries,0.5260254740715027,"[1245.1214599609375, 574.1203002929688, 1342.5272216796875, 882.9072875976562]",train
train_58.png,Caries,0.5251561999320984,"[640.7582397460938, 337.1717834472656, 785.6917114257812, 636.102294921875]",train
train_80.png,Caries,0.523687481880188,"[1671.0133056640625, 490.8376770019531, 1761.139404296875, 775.0406494140625]",train
train_144.png,Caries,0.5221510529518127,"[954.518798828125, 555.0914306640625, 1119.6978759765625, 866.0234985351562]",train
train_379.png,Caries,0.5211660861968994,"[1704.357666015625, 709.2252197265625, 1962.0133056640625, 1012.6370239257812]",train
train_688.png,Caries,0.5166950225830078,"[793.6083374023438, 271.2190246582031, 967.4918823242188, 602.4133911132812]",train
train_45.png,Caries,0.5165409445762634,"[1813.971923828125, 721.0321655273438, 2049.201171875, 964.4735107421875]",train
train_487.png,Caries,0.5158714056015015,"[1678.19189453125, 492.15997314453125, 1822.32958984375, 774.4118041992188]",train
train_14.png,Caries,0.5157149434089661,"[937.51416015625, 338.53228759765625, 1088.1998291015625, 676.4307861328125]",train
train_1.png,Caries,0.5142180919647217,"[1774.119384765625, 436.5143737792969, 1920.7833251953125, 746.1884765625]",train
train_453.png,Caries,0.5141037106513977,"[770.9577026367188, 488.1288146972656, 921.759765625, 820.8988647460938]",train
train_275.png,Caries,0.5135154128074646,"[1883.67431640625, 573.414794921875, 2039.8876953125, 872.14892578125]",train
train_461.png,Caries,0.5123822093009949,"[1779.0203857421875, 388.36480712890625, 1952.7225341796875, 679.6661376953125]",train
train_367.png,Caries,0.5122635960578918,"[1951.937744140625, 260.6208801269531, 2102.0380859375, 566.8502197265625]",train
train_254.png,Caries,0.5117709040641785,"[999.7850341796875, 415.9645080566406, 1133.7730712890625, 760.4500732421875]",train
train_126.png,Caries,0.5108403563499451,"[1809.125244140625, 470.4541931152344, 1982.5927734375, 785.7906494140625]",train
train_152.png,Caries,0.5094991326332092,"[1110.721435546875, 917.9656982421875, 1219.62255859375, 1248.371337890625]",train
train_297.png,Caries,0.5093807578086853,"[1927.257568359375, 266.9777526855469, 2133.206787109375, 658.5654296875]",train
train_180.png,Caries,0.5090753436088562,"[1553.1705322265625, 891.7131958007812, 1820.6529541015625, 1205.56103515625]",train
train_201.png,Caries,0.5084973573684692,"[841.900390625, 555.57958984375, 1023.2896118164062, 859.5764770507812]",train
train_431.png,Caries,0.5084686279296875,"[813.587158203125, 360.019775390625, 970.3204345703125, 669.0001220703125]",train
train_0.png,Caries,0.5079627633094788,"[895.4111938476562, 431.8561706542969, 1040.508544921875, 724.99853515625]",train
train_34.png,Caries,0.507615327835083,"[709.6076049804688, 532.264404296875, 889.260009765625, 852.6707153320312]",train
train_236.png,Deep Caries,0.5074752569198608,"[1827.1551513671875, 368.99365234375, 1969.0028076171875, 659.9006958007812]",train
train_316.png,Caries,0.5065193176269531,"[805.321533203125, 319.6613464355469, 937.7134399414062, 620.2732543945312]",train
train_10.png,Caries,0.5045350790023804,"[1789.7520751953125, 500.3697204589844, 1890.050048828125, 771.8409423828125]",train
train_192.png,Caries,0.5036576390266418,"[894.405517578125, 897.3424072265625, 1131.8819580078125, 1146.4893798828125]",train
train_626.png,Caries,0.5033138394355774,"[870.3490600585938, 720.6138916015625, 1107.2783203125, 1025.07861328125]",train
train_461.png,Deep Caries,0.5031575560569763,"[621.8206176757812, 381.1091613769531, 826.4146728515625, 632.4545288085938]",train
train_54.png,Caries,0.502501368522644,"[1829.4796142578125, 710.5139770507812, 2061.938720703125, 989.11474609375]",train
ped_cate5_012.png,Deep Caries,0.5024611949920654,"[530.6353149414062, 458.2462158203125, 669.0167846679688, 632.7911376953125]",train
train_53.png,Caries,0.5022120475769043,"[2012.6907958984375, 475.6790466308594, 2186.095703125, 820.4088134765625]",train
train_337.png,Deep Caries,0.5020582675933838,"[1226.7265625, 501.6407165527344, 1323.9364013671875, 816.5259399414062]",train
train_180.png,Caries,0.501829981803894,"[1472.091064453125, 909.7799682617188, 1616.4091796875, 1232.061767578125]",train
train_233.png,Caries,0.5011234283447266,"[1782.9525146484375, 680.6334838867188, 1997.8741455078125, 1018.5164794921875]",train
train_153.png,Caries,0.5009623765945435,"[1874.6751708984375, 349.6900329589844, 2006.948974609375, 657.425537109375]",train
train_558.png,Caries,0.5002933740615845,"[965.0848999023438, 516.944091796875, 1091.2044677734375, 854.6895141601562]",train
train_644.png,Caries,0.4998838007450104,"[1084.541748046875, 348.7161560058594, 1202.154541015625, 673.3201293945312]",train
train_511.png,Caries,0.4998076558113098,"[803.2234497070312, 519.1138916015625, 958.9717407226562, 815.6205444335938]",train
train_260.png,Caries,0.4995459318161011,"[1196.7308349609375, 278.60223388671875, 1311.659912109375, 485.70037841796875]",train
train_637.png,Caries,0.4985390901565552,"[904.3692016601562, 501.8224792480469, 1063.562255859375, 821.71826171875]",train
train_102.png,Deep Caries,0.49760302901268005,"[1403.56689453125, 422.6550598144531, 1511.2816162109375, 781.7288818359375]",train
train_114.png,Caries,0.49739545583724976,"[1833.311279296875, 229.06619262695312, 2014.3719482421875, 550.1611328125]",train
train_18.png,Caries,0.4963654577732086,"[1756.573486328125, 811.495849609375, 1894.6126708984375, 1178.29052734375]",train
ped_cate4_002.png,Caries,0.4962521195411682,"[1209.7310791015625, 506.7157287597656, 1324.9515380859375, 650.8082885742188]",train
train_326.png,Caries,0.4961520731449127,"[1912.1197509765625, 663.9057006835938, 2108.14208984375, 979.1866455078125]",train
train_243.png,Caries,0.4958144426345825,"[1901.4971923828125, 579.3236694335938, 2061.14306640625, 885.7405395507812]",train
train_645.png,Caries,0.4955453872680664,"[1920.3642578125, 419.868408203125, 2039.028564453125, 690.6143188476562]",train
train_609.png,Caries,0.4951990246772766,"[1832.361572265625, 321.88739013671875, 2065.115234375, 637.4071655273438]",train
train_632.png,Caries,0.49513640999794006,"[1881.4993896484375, 738.8463134765625, 2112.412353515625, 1003.164794921875]",train
train_148.png,Caries,0.49500685930252075,"[1507.84814453125, 561.5948486328125, 1637.6827392578125, 905.3969116210938]",train
train_434.png,Caries,0.493740975856781,"[489.4819641113281, 537.92236328125, 641.314697265625, 819.8770141601562]",train
train_153.png,Caries,0.49331194162368774,"[865.8925170898438, 322.07623291015625, 1001.5665283203125, 652.588623046875]",train
train_646.png,Caries,0.49293002486228943,"[1723.2880859375, 331.0537109375, 1874.1383056640625, 643.0597534179688]",train
train_564.png,Deep Caries,0.49257463216781616,"[1156.9560546875, 561.982177734375, 1225.7255859375, 668.8037719726562]",train
train_223.png,Caries,0.49184274673461914,"[1758.3128662109375, 476.8952941894531, 1888.9827880859375, 778.4635009765625]",train
train_482.png,Caries,0.4917089641094208,"[1703.8271484375, 773.0341186523438, 1972.367431640625, 1057.6826171875]",train
train_331.png,Periapical,0.4910225570201874,"[1812.8319091796875, 871.9241943359375, 2074.55078125, 1177.3564453125]",train
train_42.png,Caries,0.49082285165786743,"[1751.6002197265625, 428.1286926269531, 1913.5802001953125, 747.7134399414062]",train
train_136.png,Caries,0.4906756281852722,"[1777.8897705078125, 434.9597473144531, 1909.7489013671875, 755.6702880859375]",train
train_337.png,Deep Caries,0.49053364992141724,"[1425.6380615234375, 488.7417907714844, 1557.09423828125, 822.3134155273438]",train
train_299.png,Caries,0.4904775321483612,"[1808.7701416015625, 556.8726196289062, 1923.1922607421875, 841.0403442382812]",train
train_396.png,Caries,0.4904676079750061,"[977.8754272460938, 554.2018432617188, 1132.4556884765625, 875.4581298828125]",train
train_173.png,Impacted,0.49045082926750183,"[1898.6661376953125, 409.504150390625, 2099.048583984375, 665.8115234375]",train
train_463.png,Deep Caries,0.49033641815185547,"[1071.2945556640625, 471.05194091796875, 1192.881103515625, 754.7318725585938]",train
train_48.png,Caries,0.4899059236049652,"[849.306640625, 345.14892578125, 998.6681518554688, 639.3372192382812]",train
train_556.png,Caries,0.48989996314048767,"[1657.1705322265625, 482.2337646484375, 1768.64111328125, 810.7994384765625]",train
ped_cate2_002.png,Caries,0.4894663393497467,"[710.5396728515625, 416.3431396484375, 805.3947143554688, 532.018310546875]",train
ped_cate2_009.png,Deep Caries,0.48832711577415466,"[653.4028930664062, 371.1597595214844, 752.4708251953125, 502.2762756347656]",train
train_599.png,Caries,0.48819178342819214,"[1865.4111328125, 473.47564697265625, 2066.826904296875, 818.7953491210938]",train
train_58.png,Caries,0.48755165934562683,"[750.2742919921875, 330.4140930175781, 892.4134521484375, 652.5862426757812]",train
train_604.png,Caries,0.4873897433280945,"[928.3422241210938, 451.30609130859375, 1072.9644775390625, 748.86181640625]",train
train_212.png,Caries,0.4873294234275818,"[1957.533203125, 393.88916015625, 2106.482177734375, 679.545166015625]",train
train_25.png,Deep Caries,0.4871986508369446,"[1640.4622802734375, 520.67724609375, 1775.7806396484375, 770.2344360351562]",train
train_674.png,Caries,0.48717013001441956,"[778.2346801757812, 363.8841857910156, 939.052978515625, 671.7235717773438]",train
train_550.png,Caries,0.4864206314086914,"[1956.2440185546875, 485.98333740234375, 2132.22412109375, 798.9427490234375]",train
train_67.png,Caries,0.4846305549144745,"[1012.5233154296875, 484.4085998535156, 1193.7183837890625, 786.3114624023438]",train
train_57.png,Caries,0.48370328545570374,"[929.875, 753.807861328125, 1133.156005859375, 1101.27880859375]",train
train_689.png,Caries,0.4833616614341736,"[1698.0709228515625, 442.3069763183594, 1860.587158203125, 777.0880737304688]",train
train_144.png,Caries,0.48208561539649963,"[1744.940185546875, 569.8681030273438, 1856.83203125, 861.0105590820312]",train
train_524.png,Impacted,0.48201775550842285,"[2139.48828125, 410.5994567871094, 2288.8125, 706.2627563476562]",train
train_292.png,Caries,0.48180484771728516,"[859.7103881835938, 419.95928955078125, 1022.736328125, 727.2655029296875]",train
train_389.png,Caries,0.4815215468406677,"[727.720458984375, 617.6668701171875, 973.6151123046875, 885.88720703125]",train
train_494.png,Caries,0.4812932312488556,"[693.5824584960938, 385.13714599609375, 844.0841674804688, 712.833740234375]",train
train_243.png,Caries,0.48012709617614746,"[919.8673095703125, 557.5641479492188, 1067.0120849609375, 861.9276733398438]",train
